bug.id,package.name,dir.src.classes
1,com.fasterxml.jackson.core,src/main/java
2,com.fasterxml.jackson.core,src/main/java
3,com.fasterxml.jackson.core,src/main/java
4,com.fasterxml.jackson.core,src/main/java
5,com.fasterxml.jackson.core,src/main/java
6,com.fasterxml.jackson.core,src/main/java
7,com.fasterxml.jackson.core,src/main/java
8,com.fasterxml.jackson.core,src/main/java
9,com.fasterxml.jackson.core,src/main/java
10,com.fasterxml.jackson.core,src/main/java
11,com.fasterxml.jackson.core,src/main/java
12,com.fasterxml.jackson.core,src/main/java
13,com.fasterxml.jackson.core,src/main/java
14,com.fasterxml.jackson.core,src/main/java
15,com.fasterxml.jackson.core,src/main/java
16,com.fasterxml.jackson.core,src/main/java
17,com.fasterxml.jackson.core,src/main/java
18,com.fasterxml.jackson.core,src/main/java
19,com.fasterxml.jackson.core,src/main/java
20,com.fasterxml.jackson.core,src/main/java
21,com.fasterxml.jackson.core,src/main/java
22,com.fasterxml.jackson.core,src/main/java
23,com.fasterxml.jackson.core,src/main/java
24,com.fasterxml.jackson.core,src/main/java
25,com.fasterxml.jackson.core,src/main/java
26,com.fasterxml.jackson.core,src/main/java
