bug.id,package.name,dir.src.classes
1,org.apache.commons.jxpath,src/java
2,org.apache.commons.jxpath,src/java
3,org.apache.commons.jxpath,src/java
4,org.apache.commons.jxpath,src/java
5,org.apache.commons.jxpath,src/java
6,org.apache.commons.jxpath,src/java
7,org.apache.commons.jxpath,src/java
8,org.apache.commons.jxpath,src/java
9,org.apache.commons.jxpath,src/java
10,org.apache.commons.jxpath,src/java
11,org.apache.commons.jxpath,src/java
12,org.apache.commons.jxpath,src/java
13,org.apache.commons.jxpath,src/java
14,org.apache.commons.jxpath,src/java
15,org.apache.commons.jxpath,src/java
16,org.apache.commons.jxpath,src/java
17,org.apache.commons.jxpath,src/java
18,org.apache.commons.jxpath,src/java
19,org.apache.commons.jxpath,src/java
20,org.apache.commons.jxpath,src/java
21,org.apache.commons.jxpath,src/java
22,org.apache.commons.jxpath,src/java
