bug.id,package.name,dir.src.classes
1,org.apache.commons.math3,src/main/java
2,org.apache.commons.math3,src/main/java
3,org.apache.commons.math3,src/main/java
4,org.apache.commons.math3,src/main/java
5,org.apache.commons.math3,src/main/java
6,org.apache.commons.math3,src/main/java
7,org.apache.commons.math3,src/main/java
8,org.apache.commons.math3,src/main/java
9,org.apache.commons.math3,src/main/java
10,org.apache.commons.math3,src/main/java
11,org.apache.commons.math3,src/main/java
12,org.apache.commons.math3,src/main/java
13,org.apache.commons.math3,src/main/java
14,org.apache.commons.math3,src/main/java
15,org.apache.commons.math3,src/main/java
16,org.apache.commons.math3,src/main/java
17,org.apache.commons.math3,src/main/java
18,org.apache.commons.math3,src/main/java
19,org.apache.commons.math3,src/main/java
20,org.apache.commons.math3,src/main/java
21,org.apache.commons.math3,src/main/java
22,org.apache.commons.math3,src/main/java
23,org.apache.commons.math3,src/main/java
24,org.apache.commons.math3,src/main/java
25,org.apache.commons.math3,src/main/java
26,org.apache.commons.math3,src/main/java
27,org.apache.commons.math3,src/main/java
28,org.apache.commons.math3,src/main/java
29,org.apache.commons.math3,src/main/java
30,org.apache.commons.math3,src/main/java
31,org.apache.commons.math3,src/main/java
32,org.apache.commons.math3,src/main/java
33,org.apache.commons.math3,src/main/java
34,org.apache.commons.math3,src/main/java
35,org.apache.commons.math3,src/main/java
36,org.apache.commons.math,src/main/java
37,org.apache.commons.math,src/main/java
38,org.apache.commons.math,src/main/java
39,org.apache.commons.math,src/main/java
40,org.apache.commons.math,src/main/java
41,org.apache.commons.math,src/main/java
42,org.apache.commons.math,src/main/java
43,org.apache.commons.math,src/main/java
44,org.apache.commons.math,src/main/java
45,org.apache.commons.math,src/main/java
46,org.apache.commons.math,src/main/java
47,org.apache.commons.math,src/main/java
48,org.apache.commons.math,src/main/java
49,org.apache.commons.math,src/main/java
50,org.apache.commons.math,src/main/java
51,org.apache.commons.math,src/main/java
52,org.apache.commons.math,src/main/java
53,org.apache.commons.math,src/main/java
54,org.apache.commons.math,src/main/java
55,org.apache.commons.math,src/main/java
56,org.apache.commons.math,src/main/java
57,org.apache.commons.math,src/main/java
58,org.apache.commons.math,src/main/java
59,org.apache.commons.math,src/main/java
60,org.apache.commons.math,src/main/java
61,org.apache.commons.math,src/main/java
62,org.apache.commons.math,src/main/java
63,org.apache.commons.math,src/main/java
64,org.apache.commons.math,src/main/java
65,org.apache.commons.math,src/main/java
66,org.apache.commons.math,src/main/java
67,org.apache.commons.math,src/main/java
68,org.apache.commons.math,src/main/java
69,org.apache.commons.math,src/main/java
70,org.apache.commons.math,src/main/java
71,org.apache.commons.math,src/main/java
72,org.apache.commons.math,src/main/java
73,org.apache.commons.math,src/main/java
74,org.apache.commons.math,src/main/java
75,org.apache.commons.math,src/main/java
76,org.apache.commons.math,src/main/java
77,org.apache.commons.math,src/main/java
78,org.apache.commons.math,src/main/java
79,org.apache.commons.math,src/main/java
80,org.apache.commons.math,src/main/java
81,org.apache.commons.math,src/main/java
82,org.apache.commons.math,src/main/java
83,org.apache.commons.math,src/main/java
84,org.apache.commons.math,src/main/java
85,org.apache.commons.math,src/java
86,org.apache.commons.math,src/java
87,org.apache.commons.math,src/java
88,org.apache.commons.math,src/java
89,org.apache.commons.math,src/java
90,org.apache.commons.math,src/java
91,org.apache.commons.math,src/java
92,org.apache.commons.math,src/java
93,org.apache.commons.math,src/java
94,org.apache.commons.math,src/java
95,org.apache.commons.math,src/java
96,org.apache.commons.math,src/java
97,org.apache.commons.math,src/java
98,org.apache.commons.math,src/java
99,org.apache.commons.math,src/java
100,org.apache.commons.math,src/java
101,org.apache.commons.math,src/java
102,org.apache.commons.math,src/java
103,org.apache.commons.math,src/java
104,org.apache.commons.math,src/java
105,org.apache.commons.math,src/java
106,org.apache.commons.math,src/java
