bug.id,package.name,dir.src.classes
1,com.fasterxml.jackson.databind,src/main/java
2,com.fasterxml.jackson.databind,src/main/java
3,com.fasterxml.jackson.databind,src/main/java
4,com.fasterxml.jackson.databind,src/main/java
5,com.fasterxml.jackson.databind,src/main/java
6,com.fasterxml.jackson.databind,src/main/java
7,com.fasterxml.jackson.databind,src/main/java
8,com.fasterxml.jackson.databind,src/main/java
9,com.fasterxml.jackson.databind,src/main/java
10,com.fasterxml.jackson.databind,src/main/java
11,com.fasterxml.jackson.databind,src/main/java
12,com.fasterxml.jackson.databind,src/main/java
13,com.fasterxml.jackson.databind,src/main/java
14,com.fasterxml.jackson.databind,src/main/java
15,com.fasterxml.jackson.databind,src/main/java
16,com.fasterxml.jackson.databind,src/main/java
17,com.fasterxml.jackson.databind,src/main/java
18,com.fasterxml.jackson.databind,src/main/java
19,com.fasterxml.jackson.databind,src/main/java
20,com.fasterxml.jackson.databind,src/main/java
21,com.fasterxml.jackson.databind,src/main/java
22,com.fasterxml.jackson.databind,src/main/java
23,com.fasterxml.jackson.databind,src/main/java
24,com.fasterxml.jackson.databind,src/main/java
25,com.fasterxml.jackson.databind,src/main/java
26,com.fasterxml.jackson.databind,src/main/java
27,com.fasterxml.jackson.databind,src/main/java
28,com.fasterxml.jackson.databind,src/main/java
29,com.fasterxml.jackson.databind,src/main/java
30,com.fasterxml.jackson.databind,src/main/java
31,com.fasterxml.jackson.databind,src/main/java
32,com.fasterxml.jackson.databind,src/main/java
33,com.fasterxml.jackson.databind,src/main/java
34,com.fasterxml.jackson.databind,src/main/java
35,com.fasterxml.jackson.databind,src/main/java
36,com.fasterxml.jackson.databind,src/main/java
37,com.fasterxml.jackson.databind,src/main/java
38,com.fasterxml.jackson.databind,src/main/java
39,com.fasterxml.jackson.databind,src/main/java
40,com.fasterxml.jackson.databind,src/main/java
41,com.fasterxml.jackson.databind,src/main/java
42,com.fasterxml.jackson.databind,src/main/java
43,com.fasterxml.jackson.databind,src/main/java
44,com.fasterxml.jackson.databind,src/main/java
45,com.fasterxml.jackson.databind,src/main/java
46,com.fasterxml.jackson.databind,src/main/java
47,com.fasterxml.jackson.databind,src/main/java
48,com.fasterxml.jackson.databind,src/main/java
49,com.fasterxml.jackson.databind,src/main/java
50,com.fasterxml.jackson.databind,src/main/java
51,com.fasterxml.jackson.databind,src/main/java
52,com.fasterxml.jackson.databind,src/main/java
53,com.fasterxml.jackson.databind,src/main/java
54,com.fasterxml.jackson.databind,src/main/java
55,com.fasterxml.jackson.databind,src/main/java
56,com.fasterxml.jackson.databind,src/main/java
57,com.fasterxml.jackson.databind,src/main/java
58,com.fasterxml.jackson.databind,src/main/java
59,com.fasterxml.jackson.databind,src/main/java
60,com.fasterxml.jackson.databind,src/main/java
61,com.fasterxml.jackson.databind,src/main/java
62,com.fasterxml.jackson.databind,src/main/java
63,com.fasterxml.jackson.databind,src/main/java
64,com.fasterxml.jackson.databind,src/main/java
65,com.fasterxml.jackson.databind,src/main/java
66,com.fasterxml.jackson.databind,src/main/java
67,com.fasterxml.jackson.databind,src/main/java
68,com.fasterxml.jackson.databind,src/main/java
69,com.fasterxml.jackson.databind,src/main/java
70,com.fasterxml.jackson.databind,src/main/java
71,com.fasterxml.jackson.databind,src/main/java
72,com.fasterxml.jackson.databind,src/main/java
73,com.fasterxml.jackson.databind,src/main/java
74,com.fasterxml.jackson.databind,src/main/java
75,com.fasterxml.jackson.databind,src/main/java
76,com.fasterxml.jackson.databind,src/main/java
77,com.fasterxml.jackson.databind,src/main/java
78,com.fasterxml.jackson.databind,src/main/java
79,com.fasterxml.jackson.databind,src/main/java
80,com.fasterxml.jackson.databind,src/main/java
81,com.fasterxml.jackson.databind,src/main/java
82,com.fasterxml.jackson.databind,src/main/java
83,com.fasterxml.jackson.databind,src/main/java
84,com.fasterxml.jackson.databind,src/main/java
85,com.fasterxml.jackson.databind,src/main/java
86,com.fasterxml.jackson.databind,src/main/java
87,com.fasterxml.jackson.databind,src/main/java
88,com.fasterxml.jackson.databind,src/main/java
89,com.fasterxml.jackson.databind,src/main/java
90,com.fasterxml.jackson.databind,src/main/java
91,com.fasterxml.jackson.databind,src/main/java
92,com.fasterxml.jackson.databind,src/main/java
93,com.fasterxml.jackson.databind,src/main/java
94,com.fasterxml.jackson.databind,src/main/java
95,com.fasterxml.jackson.databind,src/main/java
96,com.fasterxml.jackson.databind,src/main/java
97,com.fasterxml.jackson.databind,src/main/java
98,com.fasterxml.jackson.databind,src/main/java
99,com.fasterxml.jackson.databind,src/main/java
100,com.fasterxml.jackson.databind,src/main/java
101,com.fasterxml.jackson.databind,src/main/java
102,com.fasterxml.jackson.databind,src/main/java
103,com.fasterxml.jackson.databind,src/main/java
104,com.fasterxml.jackson.databind,src/main/java
105,com.fasterxml.jackson.databind,src/main/java
106,com.fasterxml.jackson.databind,src/main/java
107,com.fasterxml.jackson.databind,src/main/java
108,com.fasterxml.jackson.databind,src/main/java
109,com.fasterxml.jackson.databind,src/main/java
110,com.fasterxml.jackson.databind,src/main/java
111,com.fasterxml.jackson.databind,src/main/java
112,com.fasterxml.jackson.databind,src/main/java
