bug.id,package.name,dir.src.classes
1,org.apache.commons.compress,src/main/java
2,org.apache.commons.compress,src/main/java
3,org.apache.commons.compress,src/main/java
4,org.apache.commons.compress,src/main/java
5,org.apache.commons.compress,src/main/java
6,org.apache.commons.compress,src/main/java
7,org.apache.commons.compress,src/main/java
8,org.apache.commons.compress,src/main/java
9,org.apache.commons.compress,src/main/java
10,org.apache.commons.compress,src/main/java
11,org.apache.commons.compress,src/main/java
12,org.apache.commons.compress,src/main/java
13,org.apache.commons.compress,src/main/java
14,org.apache.commons.compress,src/main/java
15,org.apache.commons.compress,src/main/java
16,org.apache.commons.compress,src/main/java
17,org.apache.commons.compress,src/main/java
18,org.apache.commons.compress,src/main/java
19,org.apache.commons.compress,src/main/java
20,org.apache.commons.compress,src/main/java
21,org.apache.commons.compress,src/main/java
22,org.apache.commons.compress,src/main/java
23,org.apache.commons.compress,src/main/java
24,org.apache.commons.compress,src/main/java
25,org.apache.commons.compress,src/main/java
26,org.apache.commons.compress,src/main/java
27,org.apache.commons.compress,src/main/java
28,org.apache.commons.compress,src/main/java
29,org.apache.commons.compress,src/main/java
30,org.apache.commons.compress,src/main/java
31,org.apache.commons.compress,src/main/java
32,org.apache.commons.compress,src/main/java
33,org.apache.commons.compress,src/main/java
34,org.apache.commons.compress,src/main/java
35,org.apache.commons.compress,src/main/java
36,org.apache.commons.compress,src/main/java
37,org.apache.commons.compress,src/main/java
38,org.apache.commons.compress,src/main/java
39,org.apache.commons.compress,src/main/java
40,org.apache.commons.compress,src/main/java
41,org.apache.commons.compress,src/main/java
42,org.apache.commons.compress,src/main/java
43,org.apache.commons.compress,src/main/java
44,org.apache.commons.compress,src/main/java
45,org.apache.commons.compress,src/main/java
46,org.apache.commons.compress,src/main/java
47,org.apache.commons.compress,src/main/java
