bug.id,package.name,dir.src.classes
1,com.google.javascript,src
2,com.google.javascript,src
3,com.google.javascript,src
4,com.google.javascript,src
5,com.google.javascript,src
6,com.google.javascript,src
7,com.google.javascript,src
8,com.google.javascript,src
9,com.google.javascript,src
10,com.google.javascript,src
11,com.google.javascript,src
12,com.google.javascript,src
13,com.google.javascript,src
14,com.google.javascript,src
15,com.google.javascript,src
16,com.google.javascript,src
17,com.google.javascript,src
18,com.google.javascript,src
19,com.google.javascript,src
20,com.google.javascript,src
21,com.google.javascript,src
22,com.google.javascript,src
23,com.google.javascript,src
24,com.google.javascript,src
25,com.google.javascript,src
26,com.google.javascript,src
27,com.google.javascript,src
28,com.google.javascript,src
29,com.google.javascript,src
30,com.google.javascript,src
31,com.google.javascript,src
32,com.google.javascript,src
33,com.google.javascript,src
34,com.google.javascript,src
35,com.google.javascript,src
36,com.google.javascript,src
37,com.google.javascript,src
38,com.google.javascript,src
39,com.google.javascript,src
40,com.google.javascript,src
41,com.google.javascript,src
42,com.google.javascript,src
43,com.google.javascript,src
44,com.google.javascript,src
45,com.google.javascript,src
46,com.google.javascript,src
47,com.google.javascript,src
48,com.google.javascript,src
49,com.google.javascript,src
50,com.google.javascript,src
51,com.google.javascript,src
52,com.google.javascript,src
53,com.google.javascript,src
54,com.google.javascript,src
55,com.google.javascript,src
56,com.google.javascript,src
57,com.google.javascript,src
58,com.google.javascript,src
59,com.google.javascript,src
60,com.google.javascript,src
61,com.google.javascript,src
62,com.google.javascript,src
64,com.google.javascript,src
65,com.google.javascript,src
66,com.google.javascript,src
67,com.google.javascript,src
68,com.google.javascript,src
69,com.google.javascript,src
70,com.google.javascript,src
71,com.google.javascript,src
72,com.google.javascript,src
73,com.google.javascript,src
74,com.google.javascript,src
75,com.google.javascript,src
76,com.google.javascript,src
77,com.google.javascript,src
78,com.google.javascript,src
79,com.google.javascript,src
80,com.google.javascript,src
81,com.google.javascript,src
82,com.google.javascript,src
83,com.google.javascript,src
84,com.google.javascript,src
85,com.google.javascript,src
86,com.google.javascript,src
87,com.google.javascript,src
88,com.google.javascript,src
89,com.google.javascript,src
90,com.google.javascript,src
91,com.google.javascript,src
92,com.google.javascript,src
94,com.google.javascript,src
95,com.google.javascript,src
96,com.google.javascript,src
97,com.google.javascript,src
98,com.google.javascript,src
99,com.google.javascript,src
100,com.google.javascript,src
101,com.google.javascript,src
102,com.google.javascript,src
103,com.google.javascript,src
104,com.google.javascript,src
105,com.google.javascript,src
106,com.google.javascript,src
107,com.google.javascript,src
108,com.google.javascript,src
109,com.google.javascript,src
110,com.google.javascript,src
111,com.google.javascript,src
112,com.google.javascript,src
113,com.google.javascript,src
114,com.google.javascript,src
115,com.google.javascript,src
116,com.google.javascript,src
117,com.google.javascript,src
118,com.google.javascript,src
119,com.google.javascript,src
120,com.google.javascript,src
121,com.google.javascript,src
122,com.google.javascript,src
123,com.google.javascript,src
124,com.google.javascript,src
125,com.google.javascript,src
126,com.google.javascript,src
127,com.google.javascript,src
128,com.google.javascript,src
129,com.google.javascript,src
130,com.google.javascript,src
131,com.google.javascript,src
132,com.google.javascript,src
133,com.google.javascript,src
134,com.google.javascript,src
135,com.google.javascript,src
136,com.google.javascript,src
137,com.google.javascript,src
138,com.google.javascript,src
139,com.google.javascript,src
140,com.google.javascript,src
141,com.google.javascript,src
142,com.google.javascript,src
143,com.google.javascript,src
144,com.google.javascript,src
145,com.google.javascript,src
146,com.google.javascript,src
147,com.google.javascript,src
148,com.google.javascript,src
149,com.google.javascript,src
150,com.google.javascript,src
151,com.google.javascript,src
152,com.google.javascript,src
153,com.google.javascript,src
154,com.google.javascript,src
155,com.google.javascript,src
156,com.google.javascript,src
157,com.google.javascript,src
158,com.google.javascript,src
159,com.google.javascript,src
160,com.google.javascript,src
161,com.google.javascript,src
162,com.google.javascript,src
163,com.google.javascript,src
164,com.google.javascript,src
165,com.google.javascript,src
166,com.google.javascript,src
167,com.google.javascript,src
168,com.google.javascript,src
169,com.google.javascript,src
170,com.google.javascript,src
171,com.google.javascript,src
172,com.google.javascript,src
173,com.google.javascript,src
174,com.google.javascript,src
175,com.google.javascript,src
176,com.google.javascript,src
