bug.id,package.name,dir.src.classes
1,org.jsoup,src/main/java
2,org.jsoup,src/main/java
3,org.jsoup,src/main/java
4,org.jsoup,src/main/java
5,org.jsoup,src/main/java
6,org.jsoup,src/main/java
7,org.jsoup,src/main/java
8,org.jsoup,src/main/java
9,org.jsoup,src/main/java
10,org.jsoup,src/main/java
11,org.jsoup,src/main/java
12,org.jsoup,src/main/java
13,org.jsoup,src/main/java
14,org.jsoup,src/main/java
15,org.jsoup,src/main/java
16,org.jsoup,src/main/java
17,org.jsoup,src/main/java
18,org.jsoup,src/main/java
19,org.jsoup,src/main/java
20,org.jsoup,src/main/java
21,org.jsoup,src/main/java
22,org.jsoup,src/main/java
23,org.jsoup,src/main/java
24,org.jsoup,src/main/java
25,org.jsoup,src/main/java
26,org.jsoup,src/main/java
27,org.jsoup,src/main/java
28,org.jsoup,src/main/java
29,org.jsoup,src/main/java
30,org.jsoup,src/main/java
31,org.jsoup,src/main/java
32,org.jsoup,src/main/java
33,org.jsoup,src/main/java
34,org.jsoup,src/main/java
35,org.jsoup,src/main/java
36,org.jsoup,src/main/java
37,org.jsoup,src/main/java
38,org.jsoup,src/main/java
39,org.jsoup,src/main/java
40,org.jsoup,src/main/java
41,org.jsoup,src/main/java
42,org.jsoup,src/main/java
43,org.jsoup,src/main/java
44,org.jsoup,src/main/java
45,org.jsoup,src/main/java
46,org.jsoup,src/main/java
47,org.jsoup,src/main/java
48,org.jsoup,src/main/java
49,org.jsoup,src/main/java
50,org.jsoup,src/main/java
51,org.jsoup,src/main/java
52,org.jsoup,src/main/java
53,org.jsoup,src/main/java
54,org.jsoup,src/main/java
55,org.jsoup,src/main/java
56,org.jsoup,src/main/java
57,org.jsoup,src/main/java
58,org.jsoup,src/main/java
59,org.jsoup,src/main/java
60,org.jsoup,src/main/java
61,org.jsoup,src/main/java
62,org.jsoup,src/main/java
63,org.jsoup,src/main/java
64,org.jsoup,src/main/java
65,org.jsoup,src/main/java
66,org.jsoup,src/main/java
67,org.jsoup,src/main/java
68,org.jsoup,src/main/java
69,org.jsoup,src/main/java
70,org.jsoup,src/main/java
71,org.jsoup,src/main/java
72,org.jsoup,src/main/java
73,org.jsoup,src/main/java
74,org.jsoup,src/main/java
75,org.jsoup,src/main/java
76,org.jsoup,src/main/java
77,org.jsoup,src/main/java
78,org.jsoup,src/main/java
79,org.jsoup,src/main/java
80,org.jsoup,src/main/java
81,org.jsoup,src/main/java
82,org.jsoup,src/main/java
83,org.jsoup,src/main/java
84,org.jsoup,src/main/java
85,org.jsoup,src/main/java
86,org.jsoup,src/main/java
87,org.jsoup,src/main/java
88,org.jsoup,src/main/java
89,org.jsoup,src/main/java
90,org.jsoup,src/main/java
91,org.jsoup,src/main/java
92,org.jsoup,src/main/java
93,org.jsoup,src/main/java
